DocID,Category,Chunk,Predicted_Category
044779,Geography,"e end of this timedinner was announced. Once more we took our places on the cushionsand silently waited, wondering what would happen next. Soon thecharming waiters again appeared and placed on the floor in front ofeach visitor a beautiful gold lacquer tray, on which were a coveredbowl of fish soup, and a tiny cup of _sake_. _Sake_ is a light winedistilled from rice, and is of about the strength of table sherry. Apaper bag containing a pair of chopsticks also rested upon the tray;and taking the c",Social Sciences
003414,Geography," the appearance of another trio, which made an extraordinaryfavourable impression. I turned to my companion for information.""Yes,"" he continued, ""those are three of Hanssen's team; probably someof our best animals. The big black-and-white one is called Zanko -- heappears to be rather old; the two others, which look like sausages withmatches underneath, are Ring and Mylius. As you see, they are not verybig, rather on the small side, but they are undoubtedly among our bestworkers. From their looks",Social Sciences
014981,Geography,"much maligned.] [Footnote 64: Tyre was noted for its glass-ware and sugar factories up to 1291, when it was abandoned by the Crusaders, and destroyed by the Moslems.] [Footnote 65: This name is applied to the Kishon, mentioned further on, celebrated in Deborah's song (Judg. v. 21), but it is about five miles south of Acre, the river nearest to the town being the Belus, noted for its fine sand suitable for glass-making. It is not unlikely that R. Benjamin alludes to the celebrated ox-spring of wh",Geography
034179,Geography,"nd reliance upon the powers of nature. _Taku mi Suntza_, So help mesun; _Taku mi Semlje_, So help me earth, are the methods ofasseveration that are in every-day use.That period in modern history at which the deliberative oath had assumedsomething of its ultimate shape is marked by the occurrence of onesingular invasion of its solemnity. The incident we refer to is thecharge preferred by Thomas-a-Becket against John the Marshal, to theeffect that he had sworn upon a ""book of old songs"" instead of",History
019291,Philosophy,"ppreciation ofmany of the fundamental teachings of the Faith, that would understandablyarouse alarm in the breasts of the most tolerant of believers.(18 July 1979 on behalf of the Universal House of Justice to an individualbeliever) [63]64: ""The House of Justice feels that Baha'i scholars must beware ofthe...""The House of Justice feels that Baha'i scholars must beware of thetemptations of intellectual pride. 'Abdu'l-Baha has warned the friends inthe West that they would be subjected to intellect",Philosophy
014629,Philosophy,"have done enormously more for mankind if in the first century of our erahe had given them the printing press, or the steam engine, or theelectric light? May there not yet be waiting for us some invention orknowledge that will work wonders beyond anything we have dreamed andshower material comforts on the world?This thought grows out of our blind materialism which leads us to thinkthat matter is the master of mind, circumstance more important thancharacter and the things of the body than the thin",Philosophy
045563,Social Sciences,"4-wheel bogies.On each gun-vehicle at each end of the train was mounted a 12-pounderquick-firing gun (having an approximate range of 3 miles) whichwas fixed midway between the bogie wheels, thus ensuring an equaldistribution of weight on each axle.Apart from the gun platform, which was protected by 1/2-inch steelplate (rolled in the mills at Crewe) with loopholes for maxim gun andrifle fire, the vehicle had two further partitions, one an ammunitionstore, the other fitted up as officers' quarters",Politics
013196,Philosophy,"ood, and right, but thegreat need is to be doing something practical."" The truth is that when oneunderstands about prayer, and puts prayer in its right place in his life,he finds a new motive power burning in his bones to be _doing_; andfurther he finds that it is the doing that grows out of praying that ismightiest in touching human hearts. And he finds further yet with a greatjoy that he may be _doing_ something for an entire world. His servicebecomes as broad as his Master's thought.<u>Interc",Philosophy
033448,Philosophy,"ot speak the truth, Brother Bonaventure?""To this our Saint made answer, ""Sire, if your son comes to me on thismatter, I shall refer to you and lay the responsibility on yourshoulders"". ""No, Brother Bonaventure,"" replied King Louis, ""that wouldnot do. I should not like to have it on my conscience that I stood inthe way of my son's following the voice of God."" ""Pious and holyKing!"" the narrative concludes, ""his soul was so holy and so given toGod, he preferred to be deprived of his son's society r",Philosophy
008286,Philosophy," the word and not a doer, he is like a man looking at his natural face in a mirror;001:024 for he sees himself, and goes away, and immediately forgets what kind of man he was.001:025 But he who looks into the perfect law of freedom, and continues, not being a hearer who forgets, but a doer of the work, this man will be blessed in what he does.001:026 If anyone among you thinks himself to be religious while he doesn't bridle his tongue, but deceives his heart, this man's religion is worthless.001",Philosophy
029881,Social Sciences,"ean country can that issue be sosharply presented as in America. For economic self-sufficiency in afull sense and, therefore, political isolation, is not possible for anyEuropean state. Even a peaceful and reviving Russia must lean upon hermore advanced neighbors for the economic essentials of capital andorganizing skill. But the several nations can strive to reduce theirinterdependence and their national aid to the narrowest dimensions, andwhere they cannot free themselves from extraneous allia",Politics
051540,Geography,"age 57, “andthis” changed to “and this” (and this game should)Page 91, “fete” changed to “fête” (the popular _fête_)Page 96, “matinee” changed to “matinée” (occasional matinée performance)Page 97, “mad” changed to “made” (be made of white)Page 162, “fastents” changed to “fastens” (instantly fastens itself)Page 184, “couse” changed to “course” (course, the pansy-leaf)Page 189, “maccaroni” changed to “macaroni” (but not macaroni)Page 194, “urdona” changed to “urdon” (own esog urdon)Page 194, “Mda”",Geography
032883,Philosophy," Pul. We may infer from this, therefore, that the Assyrianmonarch was still known to the neighbouring nations by his original name,and that it was not until later that they became accustomed to the newtitle he had assumed. The inference is further borne out by the statementof an ancient Greek astronomer, Ptolemy. When speaking of the eclipseswhich were observed at Babylon, Ptolemy gives a list of Babylonian kings,with the length of their reigns, from the so-called era of Nabonassar, inB.C. 747, ",History
023241,Philosophy,"iction.""_And your lights burning._""Be ready for the emergency. When the darkness falls, don't have to hastenaway to buy oil. Look after your resources, and be competent to meet thecrisis when it comes. Let the light of conscience be burning with clearflame, like a brilliant lighthouse on a dangerous shore. Let the light oflove be burning, like a lamp which sends its friendly, cheery beams to thepilgrims of the night. ""Our sufficiency is of God,"" and the oil of gracewill keep the lights burning t",Philosophy
008832,Philosophy,"r?"" ""Your prayers and charities,"" he replied, ""have gone up and have been recorded before God.010:005 And now send to Jaffa and fetch Simon, surnamed Peter.010:006 He is staying as a guest with Simon, a tanner, who has a house close to the sea.""010:007 So when the angel who had been speaking to him was gone, Cornelius called two of his servants and a God-fearing soldier who was in constant attendance on him,010:008 and, after telling them everything, he sent them to Jaffa.010:009 The next day, w",Religion
049116,Philosophy,"d, the passage mustbe expounded in accordance with S. Paul (Heb. ix. 26, 28), “Christ wasonce offered, in the end of the world.” * * * * *II. And so vanishes the Sacrifice from our altars, all but the fruit ofour lips, giving thanks to the name of the Lord. But have we any Altars?One of your three arguments in the affirmative, taken from Scripture, isthat our Lord would not have said, “Leave there thy gift before thealtar,” unless we all had altars (p. 48). Nor in the same strain, couldyou forbe",Philosophy
002017,Philosophy," mind dayand night always delights in compassion.301. The disciples of Gotama are always well awake, and their mind dayand night always delights in meditation.302. It is hard to leave the world (to become a friar), it is hard toenjoy the world; hard is the monastery, painful are the houses; painfulit is to dwell with equals (to share everything in common) and theitinerant mendicant is beset with pain. Therefore let no man be anitinerant mendicant and he will not be beset with pain.303. Whatever ",Philosophy
001420,Social Sciences," have to submit to itsdiscipline, and it is well that it should be so. We do not, cannot liveto ourselves, and for ourselves. Those days have long passed, and forever. Orderly life and regular duties are good for us, and necessary forthe well-being of the nation.A strong robust: nation demands and requires a large amount of freedom,and this it must have, or perish! The individual man, too, requires afair amount if he is to be a man. But we may, and we do in some thingsextend freedom beyond the l",Philosophy
030931,Geography,"picture some of the strongertribes of the now unknown parts of Central Africa finding their way asfar southward as the Cape, when they would come within the sphere ofEuropean observation. On such a ground, they may play a conspicuous partin history; conspicuous enough to be noticed by historians,missionaries, and journalists. They may even form the matter of a bluebook. For all this, however, they shall only be known in the latter-daysof their history. What they were in their original domain may",Geography
046438,Geography,"hen loosed; it also has another object, viz., to confine thesleeve and keep it out of the way. It consists of an oblong piece ofsmooth leather, and is fastened to the arm by straps. In fitting iton, care should be taken that the ends of the straps are not leftloose, and that the buckles come well round to the back of the arm, soas not to be in the way of the string; for if there be the leastprojection on which it can catch, your best aim will be of no effect.THE SHOOTING-GLOVE.Is used to protect",Social Sciences
012755,Politics,"onintervention in regard to Mexico as is held by the Government of theUnited States. Repeated assurances have been given by the Emperor sincethat agreement that he would complete the promised evacuation withinthe period mentioned, or sooner.It was reasonably expected that the proceedings thus contemplated wouldproduce a crisis of great political interest in the Republic of Mexico.The newly appointed minister of the United States, Mr. Campbell, wastherefore sent forward on the 9th day of November",Politics
000162,Philosophy,"aves, tall and unflinching, were conjured in my imagination.""What do you *see*?"" Atmananda asked the group.I made no response. I did not doubt the images cast onthe back of my eyes by my brain. Nor did I doubt Atmananda.In the months after the week-and-a-half-long Stelazine experiment,the doubts and the conflict had vanished. I was reluctant to speakbecause my vision had been so subtle, so fleeting.Meanwhile, others in the circle--engineers, teachers,doctors, lawyers, students, and business prof",Philosophy
019150,Social Sciences,"arty, have intheir books, magazines, pamphlets and papers been waging a relentlesswar against religion. The atheistical works of Robert Ingersoll were notpurchased by the rank and file of the Republican Party for purposes ofparty propaganda, but the rank and file of the Revolutionary Party spendlarge sums of money on publications in which their avowed leaders teachatheism as part of the Socialist program. Not content even with this,the members do their utmost to increase the circulation ofanti-r",Politics
016309,Philosophy," It is true that in these days they can only enforcetheir claims by spiritual threatenings and penalties, but history showsus that they would do more if they could. The story of the racks and thefires of the Inquisition shows plainly enough that the Church once used,and therefore, presumably, would use again if she could, carnal weaponsin her spiritual warfare. Can anything be more unlike the gentle Spiritof Him Who, _when He was reviled, reviled not again;_ of Him Who bademen to _learn of Him, ",Philosophy
046751,Philosophy,"s hehad done. But they were not prepared for it; and so Moses was taken,with the Melchizedeck Priesthood and the fulness of the Gospel (Doc.& Cov. 84:19-28), and Israel was left for fifteen centuries underthe Aaronic Priesthood and the Lesser Law, which Paul likened unto aschoolmaster, to bring them to Christ.In due time came the Saviour and the Meridian Dispensation. TwelveApostles were chosen upon the Eastern Hemisphere, and Twelve upon theWestern, and sent forth to preach the Gospel as a witn",Philosophy
039307,Philosophy," to enlist us on the wrongside of the struggle. We may not be aware of their stealthy approach;and we are not likely to be so, for we are certain not to see them. Weneed not necessarily be shocked by their suggestions, for, though they beunclean spirits, they can clothe their temptation in the form of beauty.But whether we detect them or not, we may be sure they are at work, andin full activity. They are moving with stealthy steps in the midst ofus. They are approaching our minds in secret, dist",Philosophy
008001,Philosophy," the angel of the LORD said unto her, Return to thy mistress, and submit thyself under her hands.01:016:010 And the angel of the LORD said unto her, I will multiply thy seed exceedingly, that it shall not be numbered for multitude.01:016:011 And the angel of the LORD said unto her, Behold, thou art with child and shalt bear a son, and shalt call his name Ishmael; because the LORD hath heard thy affliction.01:016:012 And he will be a wild man; his hand will be against every man, and every man's h",Social Sciences
021837,Social Sciences,"mon. Indeed, it is a high compliment tothe uprightness and probity of these men that such occurrences are soinfrequent, and that the temptation, so constantly presented, ofenriching one's self at the expense of the owners of the road and thepublic is yielded to so seldom. But there have been cases where railwaymanagers have secured excellent train service and low rates of fare tobenefit places where they held an interest in real estate, while otherand competing places were given poor service and",Social Sciences
