DocID,Category,Chunk,Predicted_Category
002494,Philosophy,"ver seizedhim, and he died after a few days' illness. He died November 13,1607: the very day of the month afterwards fixed as the feast ofSaint Stanislaus.Bilinski, too, the tutor of Stanislaus, showed in after life thefruit of Stanislaus' prayers. He became Canon of Pultowa and Plockand lived holily. It was his privilege to bear testimony to manyevents in the life of Stanislaus, and he was a very valuable witnessin the ""processes"" for his pupil's beatification. When death came,Stanislaus appear",Social Sciences
008156,Philosophy,"ut before the new heavens and new earth are created, a great deal willtake place upon this earth of which we have been speaking. The Jews, nowscattered in every land, will pass through much trouble, the lost tribeswill be found and restored, and the Lord will put down all His enemies, and""reign in righteousness"" as King over His once again united people Israel.There will be a thousand years of wonderful peace, and Jerusalem will bethe centre of earthly blessing; for He says of it, ""The name of t",Philosophy
036267,Philosophy,"ey want ""to find out thevery words the Apostles used."" True believers have been in a stateof delusion; they were credulous enough to fancy that the authorisedversion of the Scriptures tolerably faithfully represented God'srevelation to humankind. But no, says Dr. Tischendorf, it has been soseriously modified in the copying and re-copying that it ought to be setaside altogether, and a fresh text constructed. Glorious news this forthe Bible Society. Listen to it, Exeter Hall! Glad tidings to be is",Philosophy
009103,Philosophy,"demon, seeing they tried it without faith enough inGod. But the form of address does not seem to belong to them: the wordgeneration could not well apply to those whom he had chosen out of thatgeneration. I have thought, and gladly would I continue to think, ifI could honestly, that the words were intended for the devils whotormented his countrymen and friends; and but for St Mark's story, Imight have held to it. He, however, gives us one point which neither StMatthew nor St Luke mention--that ""w",Philosophy
026744,Philosophy," chase of about a mile I overtook it.""Are you going to Kia-hing Fu?"" I called out.""No,"" was the only answer.""Are you going in that direction?""""No.""""Will you give me a passage as far as you do go that way?""Still ""No,"" and nothing more.Completely dispirited and exhausted, I sank down on the grass andfainted away.As consciousness returned some voices reached my ear, and I found theywere talking about me. One said, ""He speaks pure Shanghai dialect,"" andfrom their own speech I knew them to be Shangha",Geography
042009,Geography,"ark youalways mistake them for something else. Ten hundredths of aquarter!--you could starve with your purse loaded down with them.In the station, trudging about as cheerily as if they were at home, wasa poor family,--father, mother, and five little children,--evidentlyabout to emigrate. Each carried a big bundle; even the smallesttoddler had her parcel tied up in black cloth with a big cord. Themother carried the biggest bundle of all,--a baby done up in abedquilt, thick as a comforter; the chi",Social Sciences
042273,Philosophy,"thered them withinthe fold, tends them with constant watchfulness. The figure passesover thus into the reality in the Apostle's closing words. The curewhich the great Healer desires to accomplish is in the souls of men.For them His care is bestowed, first to bring them safe out of the wayof evil, then for ever to keep them under the sheltering care of Hisabundant love.IX_CHRISTIAN WIVES AND HUSBANDS_ ""In like manner, ye wives, _be_ in subjection to your own husbands; that, even if any obey not t",Philosophy
036908,Philosophy,"ject in writing this book is to present an explanation of so-calledoccult phenomena concerning which credulity is still as busy as in thedays of witchcraft. The producers of these phenomena have been exposedefficiently and often, but their supporters are as active as ever, andshow a simple faith which is more convincing than any argument.Moreover, the producers themselves--mediums, clairvoyants,water-diviners, seers, or whatever they may be--are sometimes of suchapparent honesty and simplicity t",Philosophy
028315,Social Sciences,"t we might learn to eat with our knives if she didn't.""Well,"" I said, ""your word is final. But let's look at this first as astraight business proposition.""So I went over the scheme just as I had to myself.""These boys aren't beggars,"" I said. ""They are little business men.And as a matter of fact most of them are earning as much as theirfathers. The trouble is that they've been given a black eye bywell-meaning sympathizers who haven't taken the trouble to find outjust what the actual facts are. A ",Social Sciences
007213,Social Sciences,"on the wickedness offighting. They were counseled to make up their differences in a betterway, but when, boy-like, they preferred the more primitive mode ofsettlement, they were given gloves and made to fight it out in a cornerof the shop. The only prohibition laid upon them was that they were tofinish it there, and not to be caught fighting outside the shop. Theresult was a short encounter and--friendship.They are handled as boys; their better boyish instincts are encouraged;and when one sees t",Social Sciences
041643,Geography,"ards | TOTALS | | GENTLEMEN +----+-----+----+-----+----+-----+-----+-----+ | |Hits|Score|Hits|Score|Hits|Score| Hits|Score| +-------------------------+----+-----+----+-----+----+-----+-----+-----+ | Mr. Betham | 66 | 232 | 67 | 305 | 41 | 189 | 174 | 726 | +-------------------------+----+-----+----+-----+----+-----+-----+-----+Twenty-four ladies and fourteen gentlemen shot. * * * * *A Grand Leinster Meeting was held in the grounds of the ExhibitionPalace, Dublin, on October 6 and 7, 1869. +-----",Social Sciences
019230,Geography,", yure honor, and moight ave had thepleasure av puttin' yureself to bed if ye had remained.""With sailor-like recklessness, Boyton never thought of how all thiswould end and he spent what money he had freely. One morning beforerising from his bed, he began thinking the situation over. As heexamined it closely and counted what money he had left, the outlook tookon a most gloomy hue. He was confident that he did not have coinenough to pay half his hotel bill alone, not to think of getting home.Afte",Social Sciences
042682,Geography,"ce from a storm. The Egyptians ofall classes, as well as their slaves, shaved their heads and wore wigs.By this habit they ensured greater cleanliness, and the structure of thewig not only allowed the heat from the head to escape, but protected thelatter effectively from the sun.It does not happen that both sexes always follow the practice of shavingtheir heads, for, contrary to what prevails amongst civilized nations,Fijian women are usually closely cropped, while the men spend much timeand att",Geography
045843,Philosophy,"who believes amiss, although both may be found inthe same man. And therefore, when any one grounded in any error, evenoutside the Church, has yet been baptized with the true sacrament, whenhe is restored to the unity of the Church, a true baptism cannot takethe place of a true baptism, as a true faith takes the place of a falseone, because a thing cannot take the place of itself, since neither canit give place. Heretics therefore join the Catholic Church to this end,that what they have evil of t",Philosophy
016534,Philosophy,"r some leading elder. From the sea, they would travel intrain loads to the end of the railroad, where companies of teams and wagonswould take them the remainder of the journey to Utah.Now came the telegraph line westward. October 17, 1861, it was completedto Salt Lake City, and the next day President Young sent the first messageeast. At this time the war between the north and the south was beginning,and in this first telegram President Young said that Utah had not seceded,but was firm for the Un",History
050907,Social Sciences,"l very properly observes that the following passage in Scripturereplies to this sophism—“If thy hand offend thee, cut it off; if thineeye offend thee, pluck it out and cast it from thee.” Temptation isevidently referred to in the above passage, but it may consistently beused in refutation of Rousseau’s illogical argument. Although a man mayuse any means placed in his power for the removal of physical evils, heis distinctly prohibited from destroying his existence.The interrogatory argument, if i",Philosophy
041704,Philosophy," before the caves of Serabitto the similar accumulations upon the summit of Mount Hermon. Theworshipper believes that the rite {42} brings him into contact with thepowers who are to be nourished, invoked, or recompensed. Itsprevalence vividly indicates man's dependence upon them throughout theseasons of the year and on the great occasions of life: birth,circumcision (already practised in our period), marriage and death.Underlying the sacrifice is the profound significance of blood. It isthe seat",Social Sciences
004913,Geography,"tes Champion. 6. R. Teichmann, Berlin. 7. A. Aljechin, Moscow.Other players of international fame are the Germans, Tarrasch andSpielmann, the Austrians, Duras, Marocy and Vidmar, the Russians,Bernstein and Niemzowitsch, the Frenchman, Janowski and theEnglishman, Burn. Up to the time of the outbreak of the war theleading Chess Clubs of the different countries arranged, as anannual feature, national and international tournaments, thusbringing the Chess players of all nationalities into closecontac",Social Sciences
005078,Philosophy,"unthinking menefficacious; his sagacity saw itself justified at home not only, but atthe ends of the earth. And as the money poured in, his government andmastery increased, and his mind was the more satisfied. It is so thatmen make little kingdoms for themselves, and an international powerundarkened by diplomacy, undirected by parliaments.IVIt is a mistake to suppose that the great captains of industry, thegreat organizers and directors of manufacture and commerce and monetaryexchange, are engro",Social Sciences
045234,Social Sciences,"his guilt and thanked mefor the sentence which he now looked upon as the best thing that hadbefallen him. In due time he came out of prison, found work, has donewell and won the confidence of those who knew him. Quite recently hewrote me saying that he had earned money enough to pay off his debtslittle by little, until all were discharged and so far as money couldmake restitution he had made it. Now he wanted to know the cost to theState for his prosecution that he might pay that also."" This des",Social Sciences
006366,Philosophy,"with the drama, comes to us with its parts as it werecoexisting and complete, more after the manner of space than of time.And just as a spatial thing allows us to survey its parts by turn,since they are all there before we look; so, in reading an epic, wefeel that we can proceed at our leisure and, despite the causalrelation, take the incidents in any order. It is not so in the drama,where events move rapidly and make themselves in a determined sequence.This is what Goethe meant when he said tha",Philosophy
015250,Geography,"r deceased daughter, Miao Shan,""he replied.""When you removed her hands and eyes did she seem to suffer?""""I saw a great flow of blood, and my heart failed, but the face ofthe victim seemed radiant with happiness.""""This certainly must be my daughter Miao Shan, who has attained toperfection,"" said the King. ""Who but she would have given handsand eyes? Purify yourselves and observe the rules of abstinence,and go quickly to Hsiang Shan to return thanks to the saint for thisinestimable favour. I mysel",Philosophy
026097,Philosophy,"ss of its Age,what had it been, when compared with what it now is! How is it shot upon a sudden, from the Converse and the Toys of Children, to be aCompanion with Saints and Angels, in the Employment, and theBlessedness of Heaven! Shall I then complain of it as a rigorousSeverity to my Family, that GOD hath taken it to the Family above? Andwhat if he hath chosen to bestow the distinguished Favour on _thatone_ of my little Flock, who was formed to take the tenderest Hold ofmy Heart? Was there Unk",Philosophy
006802,Social Sciences,"o woman is willing to run that gantlet; and so, in the very nature ofthe case, it would rarely happen that you could publicly punish theguilty party. ""Well, then,"" says the critic, ""you would better holdyour peace."" Let us consider that a moment. If a burglary has beencommitted in town, do you keep silent until you are prepared to namethe burglar and publicly indict him for trial? No, indeed. You tell allthe neighbors, and publish in all the newspapers, that such a house hasbeen invaded, that bu",Philosophy
034472,Geography,"-known characters, not always named on the print. A ""Man ofQuality"" (fig. 25) is almost certainly a portrait, which, when suitablycolored as many of the prints were, could be pinned up or framed fordecorative effect. It is wrong to take such a print, as some writers oncostume have done, for a fashion plate recording what was worn or likelyto be worn in the year in which it was engraved. [Illustration: Figure 24.--LADY in winter dress of brown Florentine satin. Her petticoat is of off-white (_d'u",Social Sciences
