DocID,Title,Authors,Category
012942,The Highland Fling and How to Teach it,"Grant, Horatio N.",G
012955,Consanguineous Marriages in the American Population,"Arner, George B. Louis (George Byron Louis), 1883-1952",H
012956,"A History of Indian Philosophy, Volume 1","Dasgupta, Surendranath, 1885-1952",B
012968,"Our Government: Local, State, and National: Idaho Edition","James, James Alton, 1864-1962; Sanford, Albert Hart, 1866-; Worlton, James Timbrell, 1877- [Contributor]",J
013004,More Goops and How Not to Be Them: A Manual of Manners for Impolite Infants,"Burgess, Gelett, 1866-1951",B
013012,"A Compilation of the Messages and Papers of the Presidents. Volume 7, part 1: Ulysses S. Grant","Richardson, James D. (James Daniel), 1843-1914 [Editor]",J
013014,"The Talking Deaf Man
A Method Proposed, Whereby He Who is Born Deaf, May Learn to Speak","Amman, Johann Conrad, 1669-1724; Foot, Daniel, active 1693 [Translator]",H
013015,Tales of Old Japan,"Redesdale, Algernon Bertram Freeman-Mitford, Baron, 1837-1916",G
013021,"A Compilation of the Messages and Papers of the Presidents. Volume 7, part 2: Rutherford B. Hayes","Richardson, James D. (James Daniel), 1843-1914 [Editor]",J
013022,My Book of Indoor Games,"Squareman, Clarence",G
013032,"The Book of Noodles
Stories of Simpletons; or, Fools and Their Follies","Clouston, W. A. (William Alexander), 1843-1896",G
013045,War-Time Financial Problems,"Withers, Hartley, 1867-1950",H
013055,"A General History and Collection of Voyages and Travels — Volume 09
Arranged in Systematic Order: Forming a Complete History of the Origin and Progress of Navigation, Discovery, and Commerce, by Sea and Land, from the Earliest Ages to the Present Time","Kerr, Robert, 1755-1813",G
013072,"Common sense, how to exercise it","Yoritomo-Tashi, -1940; Blanchard, Mme. [Commentator]; Berthelot de la Boileverie, Lily Kendall Beers [Translator]",B
013097,"Lives of the Most Remarkable Criminals Who have been Condemned and Executed for Murder, the Highway, Housebreaking, Street Robberies, Coining or other offences","Hayward, Arthur Lawrence, 1885-1967 [Editor]",H
013104,The Abominations of Modern Society,"Talmage, T. De Witt (Thomas De Witt), 1832-1902",B
013130,"A General History and Collection of Voyages and Travels — Volume 10
Arranged in systematic order: Forming a complete history of the origin and progress of navigation, discovery, and commerce, by sea and land, from the earliest ages to the present time.","Kerr, Robert, 1755-1813",G
013133,"Ten Reasons Proposed to His Adversaries for Disputation in the Name
of the Faith and Presented to the Illustrious Members of Our Universities","Campion, Edmund, Saint, 1540-1581",B
013136,The Silence: What It Is and How To Use It,"Bush, David V. (David Van), 1882-1959",B
013137,The Secret of Dreams,"Raizizun, Yacki, 1892-1966",B
013142,Self-Development and the Way to Power,"Rogers, L. W. (Louis William), 1859-1953",B
013143,"Mystic Christianity; Or, The Inner Teachings of the Master","Atkinson, William Walker, 1862-1932",B
013151,"The Christian Life: Its Course, Its Hindrances, and Its Helps","Arnold, Thomas, 1795-1842",B
013160,An Iron Will,"Marden, Orison Swett, 1848-1924; Bayley, Abner",B
013161,"Sane Sex Life and Sane Sex Living
Some Things That All Sane People Ought to Know About Sex Nature and Sex Functioning; Its Place in the Economy of Life, Its Proper Training and Righteous Exercise","Long, H. W. (Harland William), 1869-1943",H
013166,"The Psalms of David
Imitated in the Language of the New Testament and Applied to the Christian State and Worship","Watts, Isaac, 1674-1748",B
013172,True Stories of Crime From the District Attorney's Office,"Train, Arthur Cheney, 1875-1945",H
013193,"Supreme Personality: Fun in Living. A Doubt, Fear, and Worry Cure","Croft, Delmer Eugene, 1864-1925",B
013196,Quiet Talks on Prayer,"Gordon, S. D. (Samuel Dickey), 1859-1936",B
013200,"Act, Declaration, & Testimony for the Whole of our Covenanted Reformation, as Attained to, and Established in Britain and Ireland; Particularly Betwixt the Years 1638 and 1649, Inclusive",Reformed Presbytery of North America,B
013204,Sermons to the Natural Man,"Shedd, William G. T. (William Greenough Thayer), 1820-1894",B
013205,Civics: as Applied Sociology,"Geddes, Patrick, Sir, 1854-1932",H
013206,A Short History of Monks and Monasteries,"Wishart, Alfred Wesley, 1865-1933",B
013225,"A General History and Collection of Voyages and Travels — Volume 06
Arranged in Systematic Order: Forming a Complete History of the Origin and Progress of Navigation, Discovery, and Commerce, by Sea and Land, from the Earliest Ages to the Present Time","Kerr, Robert, 1755-1813",G
013228,The Life of Jesus of Nazareth: A Study,"Rhees, Rush, 1860-1939",B
013229,"The Revelation Explained
An Exposition, Text by Text, of the Apocalypse of St. John","Smith, F. G. (Frederick George), 1880-1947",B
013237,"Strange Visitors
A series of original papers, embracing philosophy, science, government, religion, poetry, art, fiction, satire, humor, narrative, and prophecy, by the spirits of Irving, Willis, Thackeray, Brontë, Richter, Byron, Humboldt, Hawthorne, Wesley, Browning, and others now dwelling in the spirit world; dictated through a clairvoyant, while in an abnormal or trance state","Horn, Henry J.",B
013267,The Threshold Grace: Meditations in the Psalms,"Ainsworth, Percy C. (Percy Clough), 1873-1909",B
013271,Rides on Railways,"Sidney, Samuel, 1813-1883",H
013274,A Little Catechism; With Little Verses and Little Sayings for Little Children,"Mason, John, 1646?-1694",B
013285,Occasional Thoughts in Reference to a Vertuous or Christian life,"Masham, Damaris, Lady, 1658-1708",B
013287,A General History and Collection of Voyages and Travels — Volume 07,"Kerr, Robert, 1755-1813",G
013294,"Food for the Lambs; or, Helps for Young Christians","Orr, Charles Ebert, 1861-1933",B
013300,"The Doctrine and Practice of Yoga
Including the Practices and Exercises of Concentration, both Objective and Subjective, and Active and Passive Mentation, an Elucidation of Maya, Guru Worship, and the Worship of the Terrible, also the Mystery of Will-Force","Mukerji, A. P., swámi",B
013330,The Last Reformation,"Smith, F. G. (Frederick George), 1880-1947",B
013335,The Jesus of History,"Glover, T. R. (Terrot Reaveley), 1869-1943",B
013341,Hymns and Spiritual Songs,"Watts, Isaac, 1674-1748",B
013349,"Christianity: Its Evidences, Its Origin, Its Morality, Its History","Besant, Annie, 1847-1933",B
013353,"Four Psalms XXIII. XXXVI. LII. CXXI.
Interpreted for practical use","Smith, George Adam, 1856-1942",B
013360,Missionary Survey As An Aid To Intelligent Co-Operation In Foreign Missions,"Allen, Roland, 1869-1947; Cochrane, Thomas, 1866-1953",B
013363,The Parish Clerk,"Ditchfield, P. H. (Peter Hampson), 1854-1930",B
013365,"The Ethics of Drink and Other Social Questions; Or, Joints In Our Social Armour","Runciman, James, 1852-1891",H
013366,A General History and Collection of Voyages and Travels — Volume 08,"Kerr, Robert, 1755-1813",G
013381,A General History and Collection of Voyages and Travels — Volume 14,"Kerr, Robert, 1755-1813",G
013388,"The Religious Spirit of the Slavs
Three Lectures Given in Lent, 1916","Velimirović, Nikolaj, 1880-1956",B
013397,History of the Comstock Patent Medicine Business and Dr. Morse's Indian Root Pills,"Shaw, Robert B.",H
013402,The Hindu-Yogi Science of Breath,"Atkinson, William Walker, 1862-1932",B
013407,A Series of Lessons in Gnani Yoga: The Yoga of Wisdom,"Atkinson, William Walker, 1862-1932",B
013433,"A Reply to Dr. Lightfoot's Essays, by the Author of ""Supernatural religion""","Cassels, Walter Richard, 1826-1907",B
013434,"Regeneration
Being an Account of the Social Work of The Salvation Army in Great Britain","Haggard, H. Rider (Henry Rider), 1856-1925",H
013444,Searchlights on Health: The Science of Eugenics,"Jefferis, B. G. (Benjamin Grant), 1851-; Nichols, J. L. (James Lawrence), -1895",H
013449,The Plain Man and His Wife,"Bennett, Arnold, 1867-1931",B
013460,How to become like Christ,"Dods, Marcus, 1834-1909",B
013488,An Essay on Mediæval Economic Teaching,"O'Brien, George, 1892-1973",H
013509,"Grappling with the Monster; Or, the Curse and the Cure of Strong Drink","Arthur, T. S. (Timothy Shay), 1809-1885",H
013512,"Three Voyages for the Discovery of a Northwest Passage from the Atlantic to the Pacific, and Narrative of an Attempt to Reach the North Pole, Volume 1","Parry, William Edward, Sir, 1790-1855",G
013518,The Journey to the Polar Sea,"Franklin, John, 1786-1847; Scott, Robert Falcon, 1868-1912 [Author of introduction, etc.]",G
013533,"The Unfolding Life
A Study of Development with Reference to Religious Training","Lamoreaux, Antoinette Abernethy",B
013539,"Dr. Scudder's Tales for Little Readers, About the Heathen.","Scudder, John, 1793-1855",B
013569,"Tractus de Hermaphrodites; Or, A Treatise of Hermaphrodites","Jacob, Giles, 1686-1744",H
013570,Sketches of the Covenanters,"McFeeters, J. C. (James Calvin), 1848-1928",B
013584,"The American Missionary — Volume 42, No. 11, November, 1888",Various,B
013588,"The Young Gentleman and Lady's Monitor, and English Teacher's Assistant
Being a collection of select pieces from our best modern writers, calculated to eradicate vulgar prejudices and rusticity of manners, improve the understanding, rectify the will, purify the passions, direct the minds of youth to the pursuit of proper objects, and to facilitate their reading, writing, and speaking the English language with elegance and propriety","Moore, John Hamilton, 1738-1807",B
013601,"Expositions of Holy Scripture: Romans Corinthians (To II Corinthians, Chap. V)","Maclaren, Alexander, 1826-1910",B
013605,"The Principal Navigations, Voyages, Traffiques, and Discoveries of The English Nation — Volume 12
America, Part I","Hakluyt, Richard, 1552?-1616; Goldsmid, Edmund [Editor]",G
013606,"A General History and Collection of Voyages and Travels - Volume 18
Historical Sketch of the Progress of Discovery, Navigation, and
Commerce, from the Earliest Records to the Beginning of the Nineteenth
Century, By William Stevenson","Kerr, Robert, 1755-1813; Stevenson, William, 1772-1829",G
013610,"Studies in the Psychology of Sex, Volume 1
The Evolution of Modesty; The Phenomena of Sexual Periodicity; Auto-Erotism","Ellis, Havelock, 1859-1939",H
013611,"Studies in the Psychology of Sex, Volume 2
Sexual Inversion","Ellis, Havelock, 1859-1939",H
013612,"Studies in the Psychology of Sex, Volume 3
Analysis of the Sexual Impulse; Love and Pain; The Sexual Impulse in Women","Ellis, Havelock, 1859-1939",H
013613,"Studies in the Psychology of Sex, Volume 4
Sexual Selection In Man","Ellis, Havelock, 1859-1939",H
013614,"Studies in the Psychology of Sex, Volume 5
Erotic Symbolism; The Mechanism of Detumescence; The Psychic State in Pregnancy","Ellis, Havelock, 1859-1939",H
013615,"Studies in the Psychology of Sex, Volume 6
Sex in Relation to Society","Ellis, Havelock, 1859-1939",H
013617,"A Compilation of the Messages and Papers of the Presidents. Volume 9, part 1: Benjamin Harrison","Harrison, Benjamin, 1833-1901; Richardson, James D. (James Daniel), 1843-1914 [Editor]",J
013620,The World's Greatest Books — Volume 13 — Religion and Philosophy,"Mee, Arthur, 1875-1943 [Editor]; Hammerton, J. A. (John Alexander), 1871-1949 [Editor]",B
013641,"The American Missionary — Volume 42, No. 10, October, 1888",Various,B
013652,Exposition of the Apostles' Creed,"Dodds, James, 1831-1907",B
013656,A Series of Lessons in Raja Yoga,"Atkinson, William Walker, 1862-1932",B
013677,"""Beautiful Thoughts""","Drummond, Henry, 1851-1897",B
013706,Socialism and American ideals,"Myers, William Starr, 1877-1956",H
013715,The History of the Fabian Society,"Pease, Edward R. (Edward Reynolds), 1857-1955",H
013718,"Manual of Ship Subsidies
An Historical Summary of the Systems of All Nations","Bacon, Edwin M. (Edwin Monroe), 1844-1916",H
013722,Youth and Sex: Dangers and Safeguards for Girls and Boys,"Scharlieb, Mary, 1845-1930; Sibly, Frederick Arthur",H
013726,"Apology, Crito, and Phaedo of Socrates","Plato, 428? BCE-348? BCE; Brooks, Edward, 1831-1912 [Commentator]; Cary, Henry, 1804-1870 [Translator]",B
013749,"Around the World on a Bicycle - Volume II
From Teheran To Yokohama","Stevens, Thomas, 1854-1935",G
013750,"The Heavenly Footman; Or, A Description of the Man That Gets to Heaven
With Directions How to Run So as to Obtain","Bunyan, John, 1628-1688",B
013759,Secret Societies: A Discussion of Their Character and Claims,"Macdill, David, 1826-1903; Beecher, Edward, 1803-1895; Blanchard, Jonathan, 1811-1892",H
013766,Cobwebs of Thought,Arachne,B
013781,"The Life of James Renwick
A Historical Sketch Of His Life, Labours And Martyrdom And A
Vindication Of His Character And Testimony","Houston, Thomas, 1803-1882",B
013791,"Psychology and Achievement
Being the First of a Series of Twelve Volumes on the Applications of Psychology to the Problems of Personal and Business Efficiency","Hilton, Warren, 1874-1958",B
013816,The Jericho Road,"Adkins, W. Bion (Walter Bion), 1858-1925",H
013824,"The National Preacher, Vol. 2 No. 7 Dec. 1827
Or Original Monthly Sermons from Living Ministers, Sermons XXVI. and
XXVII.","Dickinson, Austin, 1791-1849 [Editor]; Baldwin, Elihu W. (Elihu Whittlesey), 1789-1840; Leland, Aaron W. (Aaron Whitney), 1787-1871",B
013858,"The Laws of War, Affecting Commerce and Shipping","Thomson, H. Byerley (Henry Byerley), 1822-1867",J
013860,Men of the Bible; Some Lesser-Known Characters,"Milligan, George, 1860-1934; Adeney, Walter F. (Walter Frederic), 1849-1920; Gibbon, J. Morgan (James Morgan), 1855-1932; Greenhough, J. G. (John Gershom); Lewis, H. Elvet (Howell Elvet), 1860-1953; Rowland, Alfred, 1840-1925; Rowlands, David, 1836-1907; Townsend, W. J. (William John), 1835-1915",B
013871,The Practice of the Presence of God the Best Rule of a Holy Life,"Lawrence, of the Resurrection, Brother, 1611-1691",B
013872,"The Ten Pleasures of Marriage
and the Second Part, The Confession of the New Married Couple","Marsh, A.; Behn, Aphra, 1640-1689 [Dubious author]; Harvey, John, 1938- [Editor]",H
013877,Poise: How to Attain It,"Starke, D.",B
013889,"Dave Ranney
Or, Thirty Years on the Bowery; An Autobiography","Ranney, Dave, 1863-; Schauffler, A. F. (Adolphus Frederick), 1845-1919 [Author of introduction, etc.]",B
013891,"A Compilation of the Messages and Papers of the Presidents. Section 2 (of 2) of Supplemental Volume: Theodore Roosevelt, Supplement","Roosevelt, Theodore, 1858-1919; Richardson, James D. (James Daniel), 1843-1914 [Editor]",J
013907,"The American Missionary — Volume 42, No. 07, July, 1888",Various,B
013930,African and European Addresses,"Roosevelt, Theodore, 1858-1919; Abbott, Lawrence F. (Lawrence Fraser), 1859-1933 [Author of introduction, etc.]",J
013934,Inferences from Haunted Houses and Haunted Men,"Harris, J. W. (John William), 1849-",B
013958,"The Authoritative Life of General William Booth, Founder of the Salvation Army","Railton, George S. (George Scott), 1849-1913",B
014002,Cosmic Consciousness: The Man-God Whom We Await,"McIvor-Tyndall, Alexander J. (Alexander James), -1940",B
014003,"Disputed Handwriting
An exhaustive, valuable, and comprehensive work upon one of the most important subjects of to-day. With illustrations and expositions for the detection and study of forgery by handwriting of all kinds","Lavay, Jerome Buell, 1860-",H
014012,Ice-Caves of France and Switzerland,"Browne, G. F. (George Forrest), 1833-1930",G
014015,The Discovery of Witches,"Hopkins, Matthew, -1647",B
014016,John Knox and the Reformation,"Lang, Andrew, 1844-1912",B
014017,"Clara A. Swain, M.D.","Hoskins, Robert, Mrs., 1837-",B
014026,Spiritual Life and the Word of God,"Swedenborg, Emanuel, 1688-1772",B
014055,"Food Guide for War Service at Home
Prepared under the direction of the United States Food Administration in co-operation with the United States Department of Agriculture and the Bureau of Education, with a preface by Herbert Hoover","United States Food Administration; Blunt, Katharine, 1876-1954; Powdermaker, Florence, 1894-1966; Swain, Frances Lucy",H
014058,"Readings on Fascism and National Socialism
Selected by members of the department of philosophy, University of Colorado",Various,J
014064,"Mohammed, The Prophet of Islam","Hayes, Herbert E. E. (Herbert Edward Elton)",B
014072,"Primitive Christian Worship
Or, The Evidence of Holy Scripture and the Church, Against the Invocation of Saints and Angels, and the Blessed Virgin Mary","Tyler, James Endell, 1789-1851",B
014080,Custom and Myth,"Lang, Andrew, 1844-1912",B
014099,True Irish Ghost Stories,"Seymour, St. John D. (St. John Drelincourt), 1880-1950 [Compiler]; Neligan, Harry [Compiler]",B
014102,"The American Missionary — Volume 42, No. 08, August, 1888",Various,B
014104,Our Changing Constitution,"Pierson, Charles W. (Charles Wheeler), 1864-1934",J
014117,"Wanted, a Young Woman to Do Housework: Business principles applied to housework","Barker, C. Hélène, 1868-",H
014120,Answer to Dr. Priestley's Letters to a Philosophical Unbeliever,"Hammon, William; Turner, Matthew, -1788?",B
014137,"A Compilation of the Messages and Papers of the Presidents. Volume 8, part 2: Grover Cleveland","Cleveland, Grover, 1837-1908; Richardson, James D. (James Daniel), 1843-1914 [Editor]",J
014139,New Tabernacle Sermons,"Talmage, T. De Witt (Thomas De Witt), 1832-1902",B
014183,There is No Harm in Dancing,"Penn, W. E. (William Evander), 1832-1895",G
014188,Fifty-Two Story Talks to Boys and Girls,"Chidley, Howard J. (Howard James), 1878-1966",B
014209,"The Kybalion
A Study of The Hermetic Philosophy of Ancient Egypt and Greece","Three Initiates, 1862-1932",B
014237,"The Christian Home
As it is in the Sphere of Nature and the Church; Showing the Mission, Duties, Influences, Habits, and Responsibilities of Home, its Education, Government, and Discipline; with Hints on ""Match Making,"" and the Relation of Parents to the Marriage Choice of their Children; together with a consideration of the Tests in the Selection of a Companion, Etc.","Philips, Samuel, 1823-1892",B
014239,"Golden Steps to Respectability, Usefulness and Happiness
Being a Series of Lectures to Youth of Both Sexes, on Character, Principles, Associates, Amusements, Religion, and Marriage","Austin, John Mather, 1805-1880",B
014291,The Story of Geographical Discovery: How the World Became Known,"Jacobs, Joseph, 1854-1916",G
014312,"What All The World's A-Seeking
The Vital Law of True Life, True Greatness Power and Happiness","Trine, Ralph Waldo, 1866-1958",B
014314,Etiquette,"Post, Emily, 1872-1960",B
014325,"Taboo and Genetics
A Study of the Biological, Sociological and Psychological Foundation of the Family","Knight, Melvin M. (Melvin Moses), 1887-1981; Blanchard, Phyllis, 1895-1986; Peters, Iva Lowther, 1876-1961",H
014328,The Consolation of Philosophy,"Boethius, 480-525?; James, H. R. (Henry Rosher), 1862-1931 [Translator]",B
014350,"Three Voyages for the Discovery of a Northwest Passage from the Atlantic to the Pacific, and Narrative of an Attempt to Reach the North Pole, Volume 2","Parry, William Edward, Sir, 1790-1855",G
014357,Rudolph Eucken : a philosophy of life,"Jones, Abel J. (Abel John), 1878-1949",B
014363,"The Worst Journey in the World: Antarctic, 1910-1913","Cherry-Garrard, Apsley, 1886-1959",G
014368,"Hebraic Literature; Translations from the Talmud, Midrashim and Kabbala","Harris, Maurice H. (Maurice Henry), 1859-1930 [Editor]",B
014378,Five Years of Theosophy,"Mead, G. R. S. (George Robert Stow), 1863-1933 [Editor]",B
014383,"The American Missionary — Volume 42, No. 12, December, 1888",Various,B
014408,Manners and Conduct in School and Out,Anonymous,B
014411,The Children's Six Minutes,"Wright, Bruce S. (Bruce Simpson), 1879-1942",B
014418,Thrift,"Smiles, Samuel, 1812-1904",B
014422,The Promise of American Life,"Croly, Herbert David, 1869-1930",J
014423,"A General History and Collection of Voyages and Travels — Volume 12
Arranged in Systematic Order: Forming a Complete History of the
Origin and Progress of Navigation, Discovery, and Commerce, by Sea
and Land, from the Earliest Ages to the Present Time","Kerr, Robert, 1755-1813",G
014444,The Complete English Tradesman (1839 ed.),"Defoe, Daniel, 1661?-1731",H
014445,Confidences: Talks With a Young Girl Concerning Herself,"Lowry, E. B. (Edith Belle), 1878-1945",H
014446,A Supplement to A Compilation of the Messages and Papers of the Presidents: William McKinley,"McKinley, William, 1843-1901; Richardson, James D. (James Daniel), 1843-1914 [Editor]",J
014447,"Letters to ""The Times"" upon War and Neutrality (1881-1920)","Holland, Thomas Erskine, 1835-1926",J
014453,The Hope of the Gospel,"MacDonald, George, 1824-1905",B
014458,A History of Trade Unionism in the United States,"Perlman, Selig, 1888-1959",H
014459,Proportional Representation Applied to Party Government: A New Electoral System,"Ashworth, T. R. (Thomas Ramsden), 1864-1935; Ashworth, Henry‏",J
014461,Letters on Demonology and Witchcraft,"Scott, Walter, 1771-1832; Morley, Henry, 1822-1894 [Editor]",B
014464,A General History and Collection of Voyages and Travels — Volume 13,"Kerr, Robert, 1755-1813",G
014485,Notes on the Apocalypse,"Steele, David, 1803-1887",B
014497,Addresses by the Right Reverend Phillips Brooks,"Brooks, Phillips, 1835-1893",B
014499,"The Religions of India
Handbooks on the History of Religions, Volume 1, Edited by Morris Jastrow","Hopkins, Edward Washburn, 1857-1932",B
014501,"The Forest of Vazon
A Guernsey Legend of the Eighth Century",Anonymous,G
014551,A Catechism of Christian Doctrine,Anonymous,B
014552,A Catechism of Christian Doctrine,Anonymous,B
014553,A Catechism of Christian Doctrine,Anonymous,B
014554,"Baltimore Catechism, No. 4
An Explanation of the Baltimore Catechism of Christian Doctrine for the Use of
Sunday-School Teachers and Advanced Classes","Kinkead, Thomas L.",B
014557,The Conundrums of Psychology,"Vaknin, Samuel, 1961-; Rangelovska, Lidija [Editor]",B
014562,The Land-War in Ireland: A History for the Times,"Godkin, James, 1806-1879",H
014572,The Spirit of Christmas,"Van Dyke, Henry, 1852-1933",B
014576,Modern Mythology,"Lang, Andrew, 1844-1912",B
014578,"From Death Into Life or, Twenty Years of My Ministry","Haslam, W. (William), 1818-1905",B
014584,A Compilation of the Messages and Papers of the Presidents. Section 1 (of 3) of Volume 10.,"Richardson, James D. (James Daniel), 1843-1914 [Editor]",J
014586,"The Brain, A Decoded Enigma","Moisa, Dorin Teodor",B
014587,"The Crest-Wave of Evolution
A Course of Lectures in History, Given to the Graduates' Class in the Raja-Yoga College, Point Loma, in the College-Year 1918-19","Morris, Kenneth, 1879-1937",B
014589,Certain Success,"Hawkins, Norval A.",H
014596,Christian Mysticism,"Inge, William Ralph, 1860-1954",B
014599,Light on the Path and Through the Gates of Gold,"Collins, Mabel, 1851-1927",B
014611,"A General History and Collection of Voyages and Travels — Volume 15
Forming A Complete History Of The Origin And Progress Of Navigation, Discovery, And Commerce, By Sea And Land, From The Earliest Ages To The Present Time","Kerr, Robert, 1755-1813",G
014629,A Wonderful Night; An Interpretation of Christmas,"Snowden, James H. (James Henry), 1852-1936",B
014631,"The American Missionary — Volume 44, No. 10, October, 1890",Various,B
014636,Tragic Sense Of Life,"Unamuno, Miguel de, 1864-1936; Flitch, J. E. Crawford (John Ernest Crawford), 1881-1946 [Translator]",B
014638,"The Lutherans of New York, Their Story and Their Problems","Wenner, George Unangst, 1844-1934",B
014643,The Farmer Boy: The Story of Jacob,"Willard, James Hartwell, 1847-",B
014655,Big People and Little People of Other Lands,"Shaw, Edward R. (Edward Richard), 1855-1903",G
014657,Philo-Judæus of Alexandria,"Bentwich, Norman, 1883-1971",B
014661,"Conditions in Utah
Speech of Hon. Thomas Kearns of Utah, in the Senate of the United States","Kearns, Thomas, 1862-1918",B
014672,The Religion of the Ancient Celts,"MacCulloch, J. A. (John Arnott), 1868-1950",B
014674,Ten Great Religions: An Essay in Comparative Theology,"Clarke, James Freeman, 1810-1888",B
014675,"Secret Enemies of True Republicanism
Most important developments regarding the inner life of man and the spirit world, in order to abolish revolutions and wars and to establish permanent peace on earth, also: the plan for redemption of nations from monarchical and other oppresive [sic] speculations and for the introduction of the promised new era of harmony, truth and righteousness on the whole globe","Smolnikar, Andrew B. (Andreas Bernardus), 1795-1869",B
014679,Stray Thoughts for Girls,"Soulsby, Lucy Helen Muriel, 1856-1927",B
014681,"The Art of Travel; Or, Shifts and Contrivances Available in Wild Countries","Galton, Francis, 1822-1911",G
014716,The Art of Soul-Winning,"Mahood, J. W. (John Wilmot), 1864-1955",B
014735,Political Thought in England from Locke to Bentham,"Laski, Harold J. (Harold Joseph), 1893-1950",J
014760,Report of the Special Committee on Moral Delinquency in Children and Adolescents,"New Zealand. Special Committee on Moral Delinquency in Children and Adolescents; Mazengarb, O. C. (Oswald Chettle), 1890-1963 [Contributor]",H
014764,"The Grey Book
A collection of protests against anti-semitism and the persecution of Jews issued by non-Roman Catholic churches and church leaders during Hitlers rule","Snoek, Johan M., 1920-2012",B
014770,Life in a Thousand Worlds,"Harris, W. S. (William Shuler), 1865-",H
014780,Evidences of Christianity,"Paley, William, 1743-1805",B
014798,Making Both Ends Meet: The income and outlay of New York working girls,"Clark, Sue Ainslie; Wyatt, Edith, 1873-1958",H
014811,The new freedom,"Wilson, Woodrow, 1856-1924",J
014836,"A Voyage in the 'Sunbeam', Our Home on the Ocean for Eleven Months","Brassey, Annie, 1839-1887",G
014849,"Leaves of Life, for Daily Inspiration","Steinmetz, Margaret Bird",B
014866,"Animal Sanctuaries in Labrador
An Address Presented by Lt.-Colonel William Wood, F.R.S.C. before the Second Annual Meeting of the Commission of Conservation at Quebec, January, 1911","Wood, William, 1864-1947",H
014867,"Oriental Religions and Christianity
A Course of Lectures Delivered on the Ely Foundation Before the
Students of Union Theological Seminary, New York, 1891","Ellinwood, Frank F. (Frank Field), 1826-1908",B
014887,Pipe and Pouch: The Smoker's Own Book of Poetry,"Knight, Joseph, 1845- [Compiler]",G
014943,An American Idyll: The Life of Carleton H. Parker,"Parker, Cornelia Stratton, 1885-1972",H
014963,"The World As I Have Found It
Sequel to Incidents in the Life of a Blind Girl","Day, Mary L., 1836-",H
014969,Three Contributions to the Theory of Sex,"Freud, Sigmund, 1856-1939; Brill, A. A. (Abraham Arden), 1874-1948 [Translator]",H
014975,Southern Horrors: Lynch Law in All Its Phases,"Wells-Barnett, Ida B., 1862-1931",H
014976,"Mob Rule in New Orleans
Robert Charles and His Fight to Death, the Story of His Life, Burning Human Beings Alive, Other Lynching Statistics","Wells-Barnett, Ida B., 1862-1931",H
014977,"The Red Record
Tabulated Statistics and Alleged Causes of Lynching in the United States","Wells-Barnett, Ida B., 1862-1931",H
014981,The Itinerary of Benjamin of Tudela,"Benjamin, of Tudela, active 12th century; Adler, Marcus Nathan, 1837-1911 [Translator]",G
014984,"A General History and Collection of Voyages and Travels - Volume 05
Arranged in Systematic Order: Forming a Complete History of the
Origin and Progress of Navigation, Discovery, and Commerce, by Sea
and Land, from the Earliest Ages to the Present Time","Kerr, Robert, 1755-1813",G
014996,Painted Windows: Studies in Religious Personality,"Begbie, Harold, 1871-1929; Lake, Kirsopp, 1872-1946 [Author of introduction, etc.]; Verpilleux, Emile, 1888-1964 [Illustrator]",B
014999,A Briefe Introduction to Geography,"Pemble, William, 1592?-1623",G
015000,The Life of Reason: The Phases of Human Progress,"Santayana, George, 1863-1952",B
015011,"The Spirit and the Word
A Treatise on the Holy Spirit in the Light of a Rational Interpretation of the Word of Truth","Sweeney, Z. T. (Zachary Taylor), 1849-1926",B
015015,Sex and Society: Studies in the Social Psychology of Sex,"Thomas, William Isaac, 1863-1947",H
015018,"Elements of Civil Government
A Text-Book for Use in Public Schools, High Schools and Normal Schools and a Manual of Reference for Teachers","Peterman, Alexander L.",J
015031,"Sermons on Various Important Subjects
Written Partly on Sundry of the More Difficult Passages in the Sacred Volume","Lee, Andrew, 1745-1832",B
015042,"A Narrative of the Most Remarkable Particulars in the Life of James Albert Ukawsaw Gronniosaw, an African Prince, as Related by Himself","Gronniosaw, James Albert Ukawsaw, 1710?-1773?",B
015082,The Life of the Spirit and the Life of To-day,"Underhill, Evelyn, 1875-1941",B
015086,The Framework of Home Rule,"Childers, Erskine, 1870-1922",J
015098,Diderot and the Encyclopædists (Vol. 1 of 2),"Morley, John, 1838-1923",B
015134,"Supplement to Animal Sanctuaries in Labrador
Supplement to an Address Presented by Lt.-Colonel William Wood, F.R.S.C. Before the Second Annual Meeting of the Commission of Conservation in January, 1911","Wood, William, 1864-1947",H
015171,"Journals of Travels in Assam, Burma, Bhootan, Afghanistan and the Neighbouring Countries","Griffith, William, 1810-1845",G
015172,The Ceremonies of the Holy-Week at Rome,"Baggs, Charles Michael, 1806-1845",B
015173,Pictures of Jewish Home-Life Fifty Years Ago,"Trager, Hannah, 1870-1943",B
015185,Quiet Talks on John's Gospel,"Gordon, S. D. (Samuel Dickey), 1859-1936",B
015186,Folk-Lore and Legends: Scandinavian,"Tibbitts, Charles John [Editor]",G
015204,"Women Wage-Earners: Their Past, Their Present, and Their Future","Campbell, Helen, 1839-1918",H
015218,"The Woman Who Toils
Being the Experiences of Two Gentlewomen as Factory Girls","Van Vorst, John, Mrs., 1873-1928; Van Vorst, Marie, 1867-1936; Roosevelt, Theodore, 1858-1919 [Author of introduction, etc.]",H
